MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SaleType,SalePrice
RL,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,BelowAvg,Avg,No,ALQ,626,Unf,170,796,GasA,AboveAvg,Y,SBrkr,1096,370,1466,0,2,0,3,AboveAvg,7,Min1,1,Avg,Attchd,1950.0,Unf,2,566,Avg,Avg,Y,436,21,0,,,Shed,2006,WD,170000
RM,60.0,7200,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,180.0,Avg,Avg,CBlock,AboveAvg,Avg,Gd,GLQ,936,Unf,0,936,GasA,Avg,Y,SBrkr,936,0,936,1,1,0,2,Avg,4,Typ,0,,Detchd,1980.0,Unf,2,672,Avg,Avg,Y,49,0,0,,,,2007,WD,140000
RL,65.0,8773,,Reg,Lvl,other,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,24,Unf,1390,1414,GasA,AboveAvg,Y,SBrkr,1414,0,1414,0,2,0,3,AboveAvg,6,Typ,0,,Attchd,2004.0,RFn,2,494,Avg,Avg,Y,132,105,0,,,,2010,WD,185500
RL,75.0,13125,,Reg,Lvl,Inside,Mod,CollgCr,Norm,1Fam,1Story,6,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,215.0,Avg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,994,Unf,484,1478,GasA,AboveAvg,Y,SBrkr,1493,0,1493,1,2,0,3,AboveAvg,7,Typ,1,Avg,Attchd,1997.0,Fin,2,508,Avg,Avg,Y,140,39,0,,,,2008,WD,208900
RL,,10316,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,735,Unf,257,992,GasA,AboveAvg,Y,SBrkr,992,873,1865,1,2,1,3,AboveAvg,7,Typ,1,Avg,Attchd,2000.0,RFn,3,839,Avg,Avg,Y,0,184,0,,,,2008,WD,235000
RM,35.0,3675,,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,80.0,Avg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,547,Unf,0,547,GasA,AboveAvg,Y,SBrkr,1072,0,1072,1,1,0,2,Avg,5,Typ,0,,Basment,2005.0,Fin,2,525,Avg,Avg,Y,0,28,0,,,,2006,WD,145000
FV,30.0,3180,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,600,600,GasA,AboveAvg,Y,SBrkr,520,600,1200,0,2,1,2,AboveAvg,4,Typ,0,,Detchd,2005.0,RFn,2,480,Avg,Avg,Y,0,166,0,,,,2006,WD,151000
RL,65.0,10482,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,Avg,AboveAvg,CBlock,Avg,Avg,Av,GLQ,507,Unf,81,588,GasA,AboveAvg,Y,SBrkr,1138,0,1138,0,1,0,3,Avg,6,Typ,0,,Attchd,1958.0,RFn,1,264,Avg,Avg,Y,224,0,0,,MnWw,,2007,WD,145000
RL,47.0,53504,,IR2,HLS,CulDSac,Mod,other,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,603.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,ALQ,1416,Unf,234,1650,GasA,AboveAvg,Y,SBrkr,1690,1589,3279,1,3,1,4,AboveAvg,12,Mod,1,AboveAvg,BuiltIn,2003.0,Fin,3,841,Avg,Avg,Y,503,36,0,,,,2010,WD,538000
RM,60.0,10440,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,None,0.0,AboveAvg,AboveAvg,BrkTil,AboveAvg,Avg,No,LwQ,493,Unf,1017,1510,other,AboveAvg,Y,SBrkr,1584,1208,2792,0,2,0,5,Avg,8,Mod,2,Avg,Detchd,1920.0,Unf,2,520,BelowAvg,Avg,Y,0,547,0,,MnPrv,Shed,2008,WD,256000
RL,60.0,9084,,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,BelowAvg,Mn,LwQ,236,Rec,0,616,GasA,Avg,N,SBrkr,616,495,1111,0,1,0,3,Avg,5,Typ,0,,Detchd,1941.0,Unf,1,200,Avg,BelowAvg,Y,48,0,0,,,,2008,other,95000
RL,,12735,,IR1,Lvl,other,Gtl,NAmes,Norm,1Fam,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,600,Unf,264,864,GasA,Avg,Y,SBrkr,864,0,864,0,1,0,3,Avg,5,Typ,0,,Detchd,1980.0,Unf,2,576,Avg,Avg,Y,216,0,0,,MnWw,,2008,other,111250
RL,85.0,10655,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,1124,,1603,3206,GasA,AboveAvg,Y,SBrkr,1629,0,1629,1,2,0,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2003.0,RFn,3,880,Avg,Avg,Y,0,0,0,,,,2009,WD,284000
RL,60.0,6960,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,375,BLQ,250,864,GasA,Avg,Y,SBrkr,864,0,864,0,1,0,3,AboveAvg,5,Typ,0,,Detchd,1989.0,Unf,2,660,Avg,Avg,Y,96,0,0,,,Shed,2009,WD,120500
RM,90.0,7407,,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,7,1957,1996,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,GLQ,600,Unf,312,912,GasA,Avg,Y,FuseA,1236,0,1236,1,1,0,2,Avg,6,Typ,0,,Attchd,1957.0,Unf,2,923,Avg,Avg,Y,0,158,0,,MnPrv,,2010,WD,149700
RL,,8125,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,4,4,1971,1971,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,614,Unf,244,858,GasA,Avg,Y,SBrkr,858,0,858,0,1,0,3,Avg,5,Typ,0,,,,,0,0,,,Y,0,0,0,,,,2006,WD,88000
RL,60.0,7200,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,8,1950,2002,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,398,BLQ,317,864,GasA,AboveAvg,Y,SBrkr,864,0,864,1,1,0,3,AboveAvg,5,Typ,0,,Detchd,1980.0,RFn,2,720,Avg,Avg,Y,194,0,0,,,,2007,WD,129000
RL,,9477,,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,1966,1966,Gable,HdBoard,HdBoard,BrkFace,65.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,340,Unf,524,864,GasA,Avg,Y,SBrkr,892,0,892,0,1,0,3,Avg,5,Typ,0,,Attchd,1966.0,RFn,1,264,Avg,Avg,Y,0,0,0,,GdWo,,2008,WD,110000
RL,63.0,13907,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1940,1969,Gable,other,Wd Shng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,290,Unf,706,996,GasA,AboveAvg,Y,SBrkr,996,0,996,1,1,0,3,Avg,6,Typ,1,AboveAvg,,,,0,0,,,Y,144,0,0,,,,2008,WD,108000
RL,24.0,2308,,Reg,Lvl,Corner,Gtl,other,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,Plywood,other,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,ALQ,556,Unf,248,804,GasA,Avg,Y,SBrkr,804,744,1548,1,2,1,3,AboveAvg,7,Typ,1,Avg,Detchd,1976.0,Unf,2,440,Avg,Avg,Y,48,0,0,,,,2007,WD,155000
RL,140.0,19138,,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,LwQ,120,Unf,744,864,GasA,AboveAvg,Y,SBrkr,864,0,864,0,1,0,2,Avg,4,Typ,0,,Detchd,1951.0,Unf,2,400,Avg,Avg,Y,0,0,0,,,,2010,WD,141000
FV,65.0,8125,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,6,2007,2007,Gable,CemntBd,CmentBd,,,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,813,813,GasA,AboveAvg,Y,SBrkr,822,843,1665,0,2,1,3,AboveAvg,7,Typ,0,,Attchd,2007.0,RFn,2,562,Avg,Avg,Y,0,0,0,,,,2008,WD,205950
RL,75.0,10215,,Reg,Bnk,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132.0,Avg,Avg,PConc,Avg,Avg,No,ALQ,492,Unf,372,864,GasA,AboveAvg,Y,SBrkr,948,0,948,0,1,0,3,Avg,5,Typ,0,,Attchd,1954.0,Unf,1,248,Avg,Avg,Y,0,0,0,,,,2007,WD,111000
RL,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,4,7,1900,2000,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,BrkTil,,,,,0,,0,0,GasA,Avg,N,FuseA,694,600,1294,0,2,0,3,Avg,7,Typ,0,,,,,0,0,,,N,220,114,0,,,,2008,WD,106250
RM,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,1885,1995,other,VinylSd,VinylSd,None,0.0,Avg,Avg,BrkTil,BelowAvg,Avg,No,Unf,0,Unf,641,641,GasA,AboveAvg,Y,SBrkr,1047,0,1047,0,1,0,2,Avg,6,Typ,0,,Detchd,1954.0,Unf,1,273,BelowAvg,BelowAvg,N,0,0,0,,,Shed,2007,WD,100000
RL,134.0,17755,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,BrkFace,132.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,176,Unf,1290,1466,GasA,Avg,Y,SBrkr,1466,0,1466,0,1,1,3,BelowAvg,6,Typ,2,AboveAvg,Attchd,1959.0,Fin,2,528,Avg,Avg,Y,0,140,0,,,,2006,WD,149900
RL,,12925,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,7,1970,1970,Gable,BrkFace,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,Mn,BLQ,865,Unf,340,1205,GasA,AboveAvg,Y,SBrkr,2117,0,2117,0,2,1,4,Avg,7,Typ,2,AboveAvg,Attchd,1970.0,Fin,2,550,Avg,Avg,Y,0,42,0,,,,2008,WD,237500
RL,65.0,8366,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,798,798,GasA,AboveAvg,Y,SBrkr,798,842,1640,0,2,1,3,AboveAvg,6,Typ,0,,Attchd,2004.0,RFn,2,520,Avg,Avg,Y,138,45,0,,,,2008,WD,173000
RL,,11400,,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,10,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,705.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,1282,Unf,1351,2633,GasA,AboveAvg,Y,SBrkr,2633,0,2633,1,2,1,2,AboveAvg,8,Typ,2,AboveAvg,Attchd,2001.0,RFn,3,804,Avg,Avg,Y,314,140,0,,,,2007,WD,466500
RH,60.0,8400,,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,Wd Sdng,other,None,0.0,BelowAvg,BelowAvg,CBlock,Avg,BelowAvg,No,Unf,0,Unf,721,721,GasA,AboveAvg,Y,SBrkr,841,0,841,0,1,0,2,Avg,4,Typ,0,,CarPort,1950.0,Unf,1,294,Avg,Avg,N,250,0,0,,,,2009,WD,82000
RL,69.0,14850,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,895,Unf,197,1092,GasA,Avg,Y,FuseA,1092,0,1092,1,1,0,2,Avg,6,Typ,1,Avg,Attchd,1957.0,Fin,1,299,Avg,Avg,Y,268,0,0,,MnWw,,2006,WD,141000
RL,88.0,14200,,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,445,Unf,479,924,GasA,AboveAvg,Y,SBrkr,1216,941,2157,0,2,1,4,AboveAvg,8,Typ,2,AboveAvg,Attchd,1966.0,Fin,2,487,Avg,Avg,Y,105,66,0,,GdPrv,,2006,WD,226000
RL,102.0,15863,,Reg,Lvl,Corner,Gtl,other,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,Wd Sdng,Plywood,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,GLQ,523,Unf,301,824,GasA,AboveAvg,Y,SBrkr,1687,998,3082,1,2,1,5,Avg,12,Typ,2,Avg,Basment,1970.0,Fin,2,672,Avg,Avg,Y,136,63,0,,,,2009,WD,197000
RL,71.0,12209,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,ALQ,690,Unf,114,804,GasA,AboveAvg,Y,SBrkr,804,1157,1961,1,2,1,3,AboveAvg,7,Typ,1,Avg,BuiltIn,2001.0,Fin,2,560,Avg,Avg,Y,125,192,0,,,,2009,WD,215000
RM,32.0,4500,,Reg,Lvl,other,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,320.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,866,Unf,338,1204,GasA,AboveAvg,Y,SBrkr,1204,0,1204,1,2,0,2,Avg,5,Typ,0,,Attchd,1998.0,Fin,2,412,Avg,Avg,Y,0,247,0,,,,2009,WD,162000
RL,24.0,2289,,Reg,Lvl,Inside,Gtl,other,Norm,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,other,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,311,Unf,544,855,GasA,Avg,Y,SBrkr,855,586,1441,0,2,1,3,Avg,7,Typ,1,Avg,Attchd,1978.0,Unf,2,440,Avg,Avg,Y,28,0,0,,,,2009,WD,148500
RM,,4435,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,170.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,685,Unf,163,848,GasA,AboveAvg,Y,SBrkr,848,0,848,1,1,0,1,AboveAvg,4,Typ,0,,Attchd,2003.0,Fin,2,420,Avg,Avg,Y,140,0,0,,,,2009,WD,144000
RL,53.0,7128,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,No,Rec,364,Unf,554,918,GasA,AboveAvg,Y,SBrkr,918,728,1646,0,2,0,4,Avg,7,Typ,2,AboveAvg,Detchd,1941.0,Unf,1,240,Avg,Avg,Y,0,0,0,,MnPrv,,2007,WD,164000
RL,60.0,8064,,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,Mn,Unf,0,Unf,672,672,GasA,AboveAvg,Y,SBrkr,672,252,924,0,1,0,3,Avg,6,Typ,1,BelowAvg,Detchd,2003.0,Unf,2,576,Avg,Avg,Y,0,0,0,,MnPrv,Shed,2007,WD,122900
RL,68.0,9571,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1956,1956,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,Av,BLQ,739,Unf,405,1144,GasA,Avg,Y,SBrkr,1144,0,1144,1,1,0,3,Avg,6,Typ,0,,Attchd,1956.0,Unf,1,596,Avg,Avg,Y,44,0,0,,,,2010,WD,129000
RL,,9636,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,808,808,GasA,AboveAvg,Y,SBrkr,808,785,1593,0,2,1,3,Avg,7,Typ,1,Avg,BuiltIn,1993.0,RFn,2,389,Avg,Avg,Y,342,40,0,,MnPrv,,2009,WD,178000
RL,82.0,12464,,IR2,Low,Corner,Mod,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,Avg,AboveAvg,PConc,AboveAvg,Avg,No,GLQ,732,Unf,308,1040,GasA,AboveAvg,Y,SBrkr,1040,0,1040,1,1,0,3,AboveAvg,6,Typ,0,,Detchd,2000.0,Unf,2,576,Avg,Avg,Y,168,0,0,,GdPrv,,2009,WD,152000
RL,94.0,25286,,Reg,HLS,Inside,Mod,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0.0,Avg,Avg,PConc,Avg,Avg,Gd,ALQ,633,Unf,431,1064,GasA,AboveAvg,Y,SBrkr,1040,0,1040,1,1,0,3,Avg,5,Typ,0,,Attchd,1963.0,Unf,2,648,Avg,Avg,Y,0,0,0,,,,2007,WD,132250
RL,90.0,10012,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Av,BLQ,920,Rec,38,1138,GasA,Avg,Y,SBrkr,1181,0,1181,1,2,0,3,Avg,6,Typ,0,,Detchd,1974.0,RFn,2,588,Avg,Avg,Y,0,0,0,,MnPrv,,2008,WD,137500
RL,60.0,8544,,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,other,,,,,0,,0,0,other,BelowAvg,N,FuseA,1040,0,1040,0,2,0,2,Avg,6,Typ,0,,Detchd,1987.0,Unf,2,400,Avg,Avg,Y,0,0,0,,,,2009,WD,92900
RL,60.0,9060,,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1Story,5,6,1957,2006,Hip,Wd Sdng,Wd Sdng,BrkFace,98.0,Avg,Avg,PConc,,,,,0,,0,0,GasA,AboveAvg,Y,SBrkr,1340,0,1340,0,1,0,3,Avg,7,Typ,1,AboveAvg,Attchd,1957.0,RFn,1,252,Avg,Avg,Y,116,0,0,,MnPrv,,2007,WD,120000
RL,43.0,12118,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,Stone,108.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,Unf,0,Unf,1710,1710,GasA,AboveAvg,Y,SBrkr,1710,0,1710,0,2,0,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2004.0,Fin,2,550,Avg,Avg,Y,100,48,0,,,,2009,WD,240000
RM,60.0,10800,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,1890,1998,Gable,Wd Sdng,VinylSd,None,0.0,Avg,AboveAvg,BrkTil,Avg,Avg,No,Unf,0,Unf,718,718,GasA,AboveAvg,Y,SBrkr,1576,978,2554,0,1,1,3,Avg,8,Typ,0,,Detchd,1996.0,Unf,2,704,Avg,Avg,P,0,48,0,,,,2007,WD,159500
RL,75.0,10125,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,,,,,0,,0,0,GasA,Avg,Y,SBrkr,1302,432,1734,0,2,0,4,AboveAvg,8,Typ,0,,Attchd,1977.0,Unf,2,539,Avg,Avg,Y,0,0,0,,,,2009,other,126000
RL,77.0,11198,,IR1,Lvl,Inside,Gtl,other,Norm,1Fam,2Story,9,5,2005,2007,Hip,VinylSd,VinylSd,BrkFace,245.0,AboveAvg,Avg,PConc,AboveAvg,AboveAvg,No,Unf,0,Unf,1122,1122,GasA,AboveAvg,Y,SBrkr,1134,1370,2504,0,2,1,4,AboveAvg,11,Typ,1,AboveAvg,BuiltIn,2005.0,Fin,3,656,Avg,Avg,Y,144,39,0,,,,2008,WD,325000
RL,73.0,7100,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957,1957,Gable,other,Wd Shng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,GLQ,708,Unf,108,816,GasA,Avg,Y,FuseA,816,0,816,1,1,0,2,Avg,5,Typ,0,,Detchd,1957.0,Unf,1,308,Avg,Avg,Y,0,0,0,,,,2006,WD,129900
RL,51.0,6171,,Reg,Lvl,Inside,Gtl,other,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,other,Wd Shng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,BLQ,264,Unf,712,976,GasA,AboveAvg,Y,SBrkr,1160,448,1608,0,2,1,3,AboveAvg,7,Typ,1,AboveAvg,Detchd,1925.0,Unf,1,216,BelowAvg,Avg,Y,147,16,0,,MnPrv,,2009,WD,137450
RL,50.0,5000,,Reg,Low,Inside,Mod,BrkSide,Norm,1Fam,1Story,1,3,1946,1950,Gable,VinylSd,VinylSd,None,0.0,BelowAvg,BelowAvg,other,,,,,0,,0,0,GasA,BelowAvg,N,FuseF,334,0,334,0,1,0,1,BelowAvg,2,Typ,0,,,,,0,0,,,N,0,0,0,,,,2007,WD,39300
RL,,10624,,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,4,1964,1964,Gable,HdBoard,HdBoard,BrkFace,84.0,Avg,Avg,CBlock,Avg,Avg,No,GLQ,40,Rec,1424,1728,GasA,Avg,Y,SBrkr,1728,0,1728,0,2,0,6,Avg,10,Typ,0,,Detchd,2002.0,Unf,1,352,Avg,Avg,Y,155,0,0,,,,2007,WD,119000
RM,68.0,8930,,Reg,Lvl,Inside,Gtl,Sawyer,RR,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,other,,,,,0,,0,0,GasA,Avg,Y,SBrkr,1318,584,1902,0,2,0,4,Avg,8,Typ,0,,Attchd,1978.0,Unf,2,539,Avg,Avg,Y,0,0,0,,,,2010,WD,112000
RL,71.0,7064,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1977,1977,Gable,Plywood,Plywood,BrkFace,153.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,560,Unf,420,980,GasA,Avg,Y,SBrkr,980,0,980,0,1,0,3,Avg,6,Typ,0,,Detchd,1986.0,Unf,2,484,Avg,Avg,Y,192,0,0,,,,2009,WD,135000
RM,65.0,7800,,Reg,Lvl,Inside,Gtl,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Mn,Rec,507,Unf,286,793,GasA,Avg,Y,SBrkr,793,325,1118,1,1,0,3,Avg,5,Typ,1,AboveAvg,Detchd,1939.0,Unf,2,410,Avg,Avg,Y,0,0,0,,MnPrv,,2006,WD,119900
RL,80.0,9650,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360.0,Avg,Avg,CBlock,AboveAvg,Avg,No,ALQ,686,Unf,664,1350,GasA,Avg,Y,SBrkr,1334,0,1334,0,2,0,2,Avg,6,Typ,1,Avg,Attchd,1977.0,RFn,2,630,Avg,Avg,Y,0,16,0,,,,2009,WD,167900
RL,57.0,21872,,IR2,HLS,other,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1996,1997,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,604,Unf,125,729,GasA,AboveAvg,Y,SBrkr,729,717,1446,0,2,1,3,Avg,6,Typ,1,Avg,Attchd,1996.0,Unf,2,406,Avg,Avg,Y,264,22,0,,,,2008,WD,175000
RL,73.0,39104,,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,7,1954,2005,other,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Gd,LwQ,226,GLQ,96,1385,GasA,AboveAvg,Y,SBrkr,1363,0,1363,1,1,0,2,Avg,5,Mod,2,Avg,Attchd,1954.0,Unf,2,439,Avg,Avg,Y,81,0,0,,,,2008,WD,241500
RM,37.0,4435,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,662,Unf,186,848,GasA,AboveAvg,Y,SBrkr,848,0,848,1,1,0,1,AboveAvg,3,Typ,1,AboveAvg,Attchd,2004.0,RFn,2,420,Avg,Avg,Y,140,0,0,,,,2006,WD,155900
RM,90.0,9900,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,4,1880,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,Mn,Unf,0,Unf,1008,1008,other,Avg,Y,SBrkr,1178,1032,2210,0,2,0,5,BelowAvg,8,Typ,0,,Detchd,1930.0,Unf,1,205,BelowAvg,Avg,N,0,48,0,,,,2007,WD,117500
